platform_id,platform,title,resource_id,parsed_media_id,stale_db_path,gpupc_full_path,nas_full_path,source_url,file_size_bytes,verified_on_disk
7525058308340714802,douyin,以高见翔的视角打开破局 歧路陷…,277988327469258,277988279332970,2026-01/7525058308340714802_以高见翔的视角打开破局 歧路陷….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332970/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332970/video.mp4,https://v.douyin.com/vIY0LdF828U/,191535059,OK
7531008129295830298,douyin,这部韩剧真的杀疯了男生考公失败…,277988327452855,277988279328855,2026-01/7531008129295830298_这部韩剧真的杀疯了男生考公失败….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328855/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328855/video.mp4,https://v.douyin.com/f2LKZ_Kln5E/,74837005,OK
7531709832085228854,douyin,2025第一生猛韩剧 人人免费…,277988327473362,277988279332978,2026-01/7531709832085228854_2025第一生猛韩剧 人人免费….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332978/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332978/video.mp4,https://v.douyin.com/0WPYa-DohRQ/,111491692,OK
7541458517463485696,douyin,剪映视频字幕预设模板大全500…,277988327469262,277988279332974,2026-01/7541458517463485696_剪映视频字幕预设模板大全500….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332974/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332974/video.mp4,https://v.douyin.com/eP-Tu8gzPQE/,1475004,OK
7558696225285950770,douyin,6993天线下课讲透老板一定要…,277988327473364,277988279332980,2026-01/7558696225285950770_6993天线下课讲透老板一定要….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332980/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332980/video.mp4,https://v.douyin.com/youUr926tAk/,11264350,OK
7569912936508984595,douyin,实弹测试防弹衣能挡住多快的子弹…,277988327465159,277988279332967,2026-01/7569912936508984595_实弹测试防弹衣能挡住多快的子弹….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332967/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332967/video.mp4,https://v.douyin.com/J4wWneEX_dY/,75427645,OK
7569930982560664838,douyin,你的婚礼我的成人礼.. 影视经…,277988327428248,277988279328823,2026-02/7569930982560664838_你的婚礼我的成人礼.. 影视经….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328823/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328823/video.mp4,https://v.douyin.com/zVJPz8yuzrc/,252668911,OK
7571766842058968358,douyin,搞笑脱口秀 小姐姐 有钱人 热点,277988327440550,277988279328837,2026-01/7571766842058968358_搞笑脱口秀 小姐姐 有钱人 热点.mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328837/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328837/video.mp4,https://v.douyin.com/0_rUbJcFw-w/,72612445,OK
7572132809180539045,douyin,新员工 老板 老板和员工的日常…,277988327432348,277988279328827,2026-02/7572132809180539045_新员工 老板 老板和员工的日常….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328827/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328827/video.mp4,https://v.douyin.com/EJQhA6uumb8/,7960018,OK
7573944918278113722,douyin,校园生活 高中生活 高中班主任…,277988327432347,277988279328826,2026-02/7573944918278113722_校园生活 高中生活 高中班主任….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328826/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328826/video.mp4,https://v.douyin.com/lBQ51zI90r8/,29497654,OK
7574789557594475816,douyin,13万层大马士革极限堆叠锤出价…,277988327465157,277988279332965,2026-01/7574789557594475816_13万层大马士革极限堆叠锤出价….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332965/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332965/video.mp4,https://v.douyin.com/BA1v1p6bw2E/,57556909,OK
7575378558231547162,douyin,你敢信三个中国来的亡命徒仅用不…,277988327469260,277988279332972,2026-01/7575378558231547162_你敢信三个中国来的亡命徒仅用不….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332972/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332972/video.mp4,https://v.douyin.com/o6bHcA9vC1s/,348653169,OK
7575515727310884115,douyin,天才犯罪大师策划的一起惊天大案…,277988327428249,277988279328824,2026-02/7575515727310884115_天才犯罪大师策划的一起惊天大案….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328824/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328824/video.mp4,https://v.douyin.com/GZgtWRw68TI/,134091946,OK
7576633059785673457,douyin,单板基础换刃教学耐心看完相信一…,277988327473359,277988279332975,2026-01/7576633059785673457_单板基础换刃教学耐心看完相信一….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332975/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332975/video.mp4,https://v.douyin.com/24D1p6FbzLM/,262635042,OK
7577423748958014766,douyin,女驴友跪倒在队友面前请求帮她寻…,277988327440549,277988279328836,2026-01/7577423748958014766_女驴友跪倒在队友面前请求帮她寻….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328836/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328836/video.mp4,https://v.douyin.com/qBr4wMo__wA/,370616648,OK
7581002830502388322,douyin,在某鱼看到一个哈曼卡顿翡翠音响…,277988327465158,277988279332966,2026-01/7581002830502388322_在某鱼看到一个哈曼卡顿翡翠音响….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332966/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332966/video.mp4,https://v.douyin.com/_f_7VrNtYAo/,131776486,OK
7581676711667895594,douyin,挑战人生中第一座雪山 萨武神山…,277988327448756,277988279328852,2026-01/7581676711667895594_挑战人生中第一座雪山 萨武神山….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328852/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328852/video.mp4,https://v.douyin.com/NTUnfQ-B_1U/,226367280,OK
7583332653731482890,douyin,碰上岛屿 我杯中的海就撒了哦伊…,277988327452858,277988279328858,2026-02/7583332653731482890_碰上岛屿 我杯中的海就撒了哦伊….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328858/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328858/video.mp4,https://v.douyin.com/dBQu-ho5T_s/,229706543,OK
7584331370139340042,douyin,这是诈骗不是摄影 摄影教程 o…,277988327477462,277988279332982,2026-01/7584331370139340042_这是诈骗不是摄影 摄影教程 o….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332982/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332982/video.mp4,https://v.douyin.com/MhTtXywjORI/,147022120,OK
7584473878426537265,douyin,这只小灯泡不必照亮全世界只需要…,277988327477461,277988279332981,2026-01/7584473878426537265_这只小灯泡不必照亮全世界只需要….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332981/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332981/video.mp4,https://v.douyin.com/T7cia3Rr4YE/,1655003,OK
7585111625306148154,douyin,熟悉,277988327428247,277988279328822,2026-02/7585111625306148154_熟悉.mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328822/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328822/video.mp4,https://v.douyin.com/uDp4LIII1v0/,4403292,OK
7585477385751907620,douyin,阴阳眼见子这片只能中午看早晚阴…,277988327444653,277988279328845,2026-01/7585477385751907620_阴阳眼见子这片只能中午看早晚阴….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328845/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328845/video.mp4,https://v.douyin.com/GfMZywhuw18/,167485773,OK
7585493554277944630,douyin,相亲脱口秀 脱口秀二狗脱口秀脱…,277988327461058,277988279332962,2026-01/7585493554277944630_相亲脱口秀 脱口秀二狗脱口秀脱….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332962/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332962/video.mp4,https://v.douyin.com/JaZETSUUpQA/,112327757,OK
7586522245305077046,douyin,2025年度知识关键词之AI应…,277988327456958,277988279332958,2026-01/7586522245305077046_2025年度知识关键词之AI应….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332958/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332958/video.mp4,https://v.douyin.com/DteUltyztVg/,84621046,OK
7586630088335166720,douyin,AI加实拍制作无缝转场,277988327440552,277988279328840,2026-01/7586630088335166720_AI加实拍制作无缝转场.mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328840/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328840/video.mp4,https://v.douyin.com/5SmN2nBOuy0/,14550322,OK
7587373905510223110,douyin,每日一笑脱口秀,277988327465160,277988279332968,2026-01/7587373905510223110_每日一笑脱口秀.mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332968/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332968/video.mp4,https://v.douyin.com/oGWoTIxnlI8/,78906453,OK
7587737726502325530,douyin,一口气看过瘾深度解析兄弟们最爱…,277988327444655,277988279328847,2026-01/7587737726502325530_一口气看过瘾深度解析兄弟们最爱….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328847/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328847/video.mp4,https://v.douyin.com/6Nv_Oe_r8hY/,449531155,OK
7587746043924663578,douyin,造谣一张嘴辟谣跑断腿讽刺感拉满…,277988327452854,277988279328854,2026-01/7587746043924663578_造谣一张嘴辟谣跑断腿讽刺感拉满….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328854/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328854/video.mp4,https://v.douyin.com/BeIOBIw4qVU/,266655638,OK
7587854554739258299,douyin,呔吃俺老孙一棒苦海翻起爱恨 变…,277988327424148,277988279328819,2026-02/7587854554739258299_呔吃俺老孙一棒苦海翻起爱恨 变….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328819/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328819/video.mp4,https://v.douyin.com/APHjayMxA6U/,1612906,OK
7588921855231216946,douyin,城市地标撞出陈年尸骸背后是一桩…,277988327424145,277988279328816,2026-02/7588921855231216946_城市地标撞出陈年尸骸背后是一桩….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328816/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328816/video.mp4,https://v.douyin.com/QuRLlxcsy8k/,112618730,OK
7589594610905779496,douyin,和前任铐在一起生活30天奖励2…,277988327473360,277988279332976,2026-01/7589594610905779496_和前任铐在一起生活30天奖励2….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332976/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332976/video.mp4,https://www.douyin.com/video/7589594610905779496,268623584,OK
7589957339264994586,douyin,当寝室里有名老吃家时 郝有才 …,277988327444656,277988279328848,2026-02/7589957339264994586_当寝室里有名老吃家时 郝有才 ….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328848/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328848/video.mp4,https://v.douyin.com/9xHG9duCwS8/,81360161,OK
7589980652993301802,douyin,棉服也能穿出时尚感 新年战袍准…,277988327461057,277988279332961,2026-01/7589980652993301802_棉服也能穿出时尚感 新年战袍准….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332961/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332961/video.mp4,https://v.douyin.com/T3_rB_NPuJs/,11044677,OK
7591182515697938289,douyin,第一节自学单板宝宝级教程 单板…,277988327461060,277988279332964,2026-01/7591182515697938289_第一节自学单板宝宝级教程 单板….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332964/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332964/video.mp4,https://v.douyin.com/gLzXymAgCdY/,28769595,OK
7592527864073032649,douyin,超详细的陡坡控速攻略 按照这个…,277988327444651,277988279328843,2026-01/7592527864073032649_超详细的陡坡控速攻略 按照这个….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328843/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328843/video.mp4,https://v.douyin.com/NUXnrHYgQUc/,164958521,OK
7592549028462595343,douyin,未来将诞生大量富婆女性做生意去…,277988327456957,277988279332957,2026-01/7592549028462595343_未来将诞生大量富婆女性做生意去….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332957/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332957/video.mp4,https://v.douyin.com/b9ZKjWfBxA4/,31389816,OK
7592562179377149435,douyin,给女朋友准备了1岁-31岁的生…,277988327440553,277988279328841,2026-01/7592562179377149435_给女朋友准备了1岁-31岁的生….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328841/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328841/video.mp4,https://v.douyin.com/92B0LlSUtHg/,172137074,OK
7593078692190126329,douyin,爱你的人不一定等得起你但等你的…,277988327411841,277988279324703,2026-02/7593078692190126329_爱你的人不一定等得起你但等你的….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324703/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324703/video.mp4,https://v.douyin.com/kphlBL_VtS8/,5283148,OK
7593377175237230585,douyin,码农转型量化交易续2 数据从哪…,277988327415946,277988279324713,2026-02/7593377175237230585_码农转型量化交易续2 数据从哪….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324713/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324713/video.mp4,https://v.douyin.com/_Gr4w5b5vW4/,22673212,OK
7593424939496082724,douyin,冬季设计师孤品极简轻奢老钱风c…,277988327465161,277988279332969,2026-01/7593424939496082724_冬季设计师孤品极简轻奢老钱风c….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332969/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332969/video.mp4,https://v.douyin.com/g8f3sISD9qA/,11776686,OK
7593514874446449802,douyin,一部电影竟高达44次反转真相令…,277988327461059,277988279332963,2026-01/7593514874446449802_一部电影竟高达44次反转真相令….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332963/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332963/video.mp4,https://v.douyin.com/1ghBrBUb-dI/,374837908,OK
7594070686492412531,douyin,丸辣 睡过头忘接女朋友了 情侣…,277988327473361,277988279332977,2026-01/7594070686492412531_丸辣 睡过头忘接女朋友了 情侣….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332977/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332977/video.mp4,https://v.douyin.com/v_vHwk8tS9k/,5014455,OK
7594380877678931962,douyin,现在入手不仅送飓风相机永久权益…,277988327461056,277988279332960,2026-01/7594380877678931962_现在入手不仅送飓风相机永久权益….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332960/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332960/video.mp4,https://v.douyin.com/iin_x_zw0OI/,6023065,OK
7594434341069966618,douyin,原来也可以这么安静 慢节奏 音…,277988327420047,277988279324718,2026-02/7594434341069966618_原来也可以这么安静 慢节奏 音….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324718/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324718/video.mp4,https://v.douyin.com/ffkjYqOLD_Y/,8159076,OK
7594695029382204726,douyin,工程人王二虎被提审工程人不容易…,277988327477464,277988279337080,2026-01/7594695029382204726_工程人王二虎被提审工程人不容易….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279337080/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279337080/video.mp4,https://v.douyin.com/eP-Tu8gzPQE/,36646937,OK
7594741116964998438,douyin,拒绝平庸的质感之选专柜同源工艺…,277988327448754,277988279328850,2026-01/7594741116964998438_拒绝平庸的质感之选专柜同源工艺….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328850/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328850/video.mp4,https://v.douyin.com/A5EZVSeXI3c/,36546004,OK
7595132588864326939,douyin,深度解析精讲年羹尧心狠手辣把九…,277988327444652,277988279328844,2026-01/7595132588864326939_深度解析精讲年羹尧心狠手辣把九….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328844/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328844/video.mp4,https://v.douyin.com/s6BcMlPtmAs/,120008678,OK
7595534003567716273,douyin,B超医生乱来把结果张冠李戴刑事…,277988327448753,277988279328849,2026-01/7595534003567716273_B超医生乱来把结果张冠李戴刑事….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328849/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328849/video.mp4,https://v.douyin.com/JG0N21bT0Lg/,59913095,OK
7595869221939072302,douyin,深度解析章泽天的播客差在哪里傲…,277988327473363,277988279332979,2026-01/7595869221939072302_深度解析章泽天的播客差在哪里傲….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332979/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332979/video.mp4,https://v.douyin.com/1FZrU3IZjOk/,53594480,OK
7595905529352834356,douyin,抽象尺度齐飞石头姐这次又杀疯了…,277988327469261,277988279332973,2026-01/7595905529352834356_抽象尺度齐飞石头姐这次又杀疯了….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279332973/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279332973/video.mp4,https://v.douyin.com/4LHlJevpdIo/,205225393,OK
7596262368884100404,douyin,阅后即焚app重创二狗职业生涯…,277988327448757,277988279328853,2026-01/7596262368884100404_阅后即焚app重创二狗职业生涯….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328853/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328853/video.mp4,https://v.douyin.com/frz5tmfHXeY/,40022555,OK
7596590375869173353,douyin,雷霆舞姿疯狂的鸽子 疯狂的鸽子…,277988327387257,277988279324694,2026-02/7596590375869173353_雷霆舞姿疯狂的鸽子 疯狂的鸽子….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324694/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324694/video.mp4,https://v.douyin.com/f3XPeNLqdgg/,4633169,OK
7596660176661318952,douyin,别辜负眼前季节. Yosemi…,277988327432351,277988279328830,2026-02/7596660176661318952_别辜负眼前季节. Yosemi….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328830/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328830/video.mp4,https://v.douyin.com/EKiEWQiyE4g/,14079448,OK
7597714832174927156,douyin,热辣情侣写真挑战赛 超抓马恋综…,277988327440551,277988279328839,2026-01/7597714832174927156_热辣情侣写真挑战赛 超抓马恋综….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328839/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328839/video.mp4,https://v.douyin.com/6ZgImOfKX-o/,54724388,OK
7597786136525819190,douyin,巫师赵露思的资本博弈第一季,277988327420048,277988279324719,2026-02/7597786136525819190_巫师赵露思的资本博弈第一季.mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324719/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324719/video.mp4,https://v.douyin.com/C1zF4-pr8t8/,191122567,OK
7598513052501232923,douyin,临时情侣真心话挑战 超抓马恋综…,277988327436452,277988279328835,2026-01/7598513052501232923_临时情侣真心话挑战 超抓马恋综….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328835/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328835/video.mp4,https://v.douyin.com/sMmFw6RIfZw/,79727521,OK
7598636741452434694,douyin,第二十条 4K60帧修复电影推…,277988327415943,277988279324710,2026-02/7598636741452434694_第二十条 4K60帧修复电影推….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324710/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324710/video.mp4,https://v.douyin.com/xIlYDpsZHBQ/,101497613,OK
7598876975969929593,douyin,失乐园撕开了中年婚姻最不敢说的…,277988327440554,277988279328842,2026-02/7598876975969929593_失乐园撕开了中年婚姻最不敢说的….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328842/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328842/video.mp4,https://v.douyin.com/W-ltIlRmMHs/,73730851,OK
7598971933056795535,douyin,让麦肯锡提供1v1服务的专家级…,277988327407744,277988279324702,2026-02/7598971933056795535_让麦肯锡提供1v1服务的专家级….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279324702/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279324702/video.mp4,https://v.douyin.com/zwXx48sIsfs/,13709990,OK
7600073703514197263,douyin,史上最佳韦小宝武侠爽文的终极形…,277988327432350,277988279328829,2026-02/7600073703514197263_史上最佳韦小宝武侠爽文的终极形….mp4,/mnt/heytime/Sources/nous/media/global/resources/web/douyin/277988279328829/video.mp4,/volume2/sources/MediaHub.library/global/resources/web/douyin/277988279328829/video.mp4,https://v.douyin.com/ciCQeJ-rZDo/,152070331,OK
